EventNumber Product1_Name Product1_isBoson Product1_mass Product1_px Product1_py Product1_pz Product1_E Product1_pT Product2_Name Product2_isBoson Product2_mass Product2_px Product2_py Product2_pz Product2_E Product2_pT
1520 b 0 4.18 9.1 -3.24 -11.78 15.7971 0 b 0 4.18 4.9 -77.76 -26.22 82.314 0
1521 b 0 4.18 12.24 4.59 6.5 15.1858 0 b 0 4.18 21.76 4.41 43.5 49.017 0
1522 b 0 4.18 -46 6.6 -33.6 57.4978 0 b 0 4.18 -46 59.4 -50.4 90.5649 0
1523 b 0 4.18 3.84 9.52 25.5 27.8046 0 b 0 4.18 44.16 46.48 8.5 64.8091 0
1524 b 0 4.18 -31 0 -0 31.2805 0 b 0 4.18 0 65 -81 103.94 0
1525 b 0 4.18 5.52 -5.52 12.35 15.1966 0 b 0 4.18 2.48 -40.48 52.65 66.5904 0
1526 Z 1 91.2 18.2 -2.48 -54 107.568 0 Z 1 91.2 72.8 -28.52 -21 121.949 0
1527 W+ 1 80.4 -12.35 0.78 1.05 81.3535 0 W- 1 80.4 -52.65 0.22 33.95 101.926 0
1528 W+ 1 80.4 0.28 -18.25 19.52 84.725 0 W- 1 80.4 1.72 -54.75 12.48 98.0838 0
1529 b 0 4.18 66.93 0.25 1.34 67.0742 0 b 0 4.18 2.07 24.75 65.66 70.3246 0
1530 W+ 1 80.4 71.4 -8.64 2.8 107.91 0 W- 1 80.4 13.6 -87.36 37.2 125.159 0
1531 W+ 1 80.4 -15.93 -15.6 -9.23 83.9433 0 W- 1 80.4 -43.07 -10.4 -61.77 110.648 0
1532 b 0 4.18 17.86 2.34 31.5 36.5264 0 b 0 4.18 76.14 10.66 18.5 79.1875 0
1533 b 0 4.18 -68.89 2.6 -2.12 69.0982 0 b 0 4.18 -14.11 17.4 -50.88 55.7503 0
1534 b 0 4.18 37.62 -11.27 -24.57 46.5127 0 b 0 4.18 61.38 -37.73 -38.43 81.7643 0
1535 b 0 4.18 -36.96 -4.16 -0.7 37.4341 0 b 0 4.18 -11.04 -21.84 -9.3 26.5109 0
1536 b 0 4.18 1.48 -21.58 -37 43.0623 0 b 0 4.18 2.52 -61.42 -63 88.1206 0
1537 b 0 4.18 52.48 9.84 22.08 57.9308 0 b 0 4.18 29.52 72.16 69.92 104.808 0
1538 b 0 4.18 1.36 -38.76 -5.85 39.4447 0 b 0 4.18 2.64 -29.24 -59.15 66.1675 0
1539 b 0 4.18 -18.87 0.32 10.08 21.8004 0 b 0 4.18 -18.13 31.68 10.92 38.328 0
1540 b 0 4.18 38.61 -0.46 -0 38.8383 0 b 0 4.18 0.389999 -45.54 -15 48.1302 0
1541 b 0 4.18 2.66 1.8 -1.38 5.44907 0 b 0 4.18 4.34 1.2 -67.62 67.8985 0
1542 b 0 4.18 4.35 -63.18 -16.83 65.6609 0 b 0 4.18 82.65 -17.82 -82.17 117.974 0
1543 b 0 4.18 -0.78 48 -3.57 48.32 0 b 0 4.18 -5.22 12 -47.43 49.3794 0
1544 b 0 4.18 17.16 12.42 3.15 21.8201 0 b 0 4.18 34.84 14.58 11.85 39.8032 0
1545 b 0 4.18 -0.96 -72.38 0 72.507 0 b 0 4.18 -15.04 -4.62 72 73.8175 0
1546 b 0 4.18 17.64 3.96 -11.96 22.0763 0 b 0 4.18 66.36 8.04 -14.04 68.4316 0
1547 b 0 4.18 38.28 20.65 -13.86 45.8405 0 b 0 4.18 48.72 38.35 -52.14 81.1197 0
1548 tau+ 0 1.77 -68.4 -1.76 -5.88 68.6976 0 tau- 0 1.77 -26.6 -9.24 -43.12 51.5306 0
1549 b 0 4.18 45 6.44 -12.76 47.4 0 b 0 4.18 45 16.56 -45.24 66.0558 0
1550 b 0 4.18 6 74.8 2 75.1832 0 b 0 4.18 69 10.2 48 84.7733 0
1551 b 0 4.18 11.4 -2.97 -5.6 13.6972 0 b 0 4.18 7.6 -6.03 -74.4 75.1462 0
1552 b 0 4.18 52.2 7.84 2.6 53.0145 0 b 0 4.18 7.8 90.16 49.4 103.187 0
1553 b 0 4.18 -15 0 -0 15.5715 0 b 0 4.18 0 44 -64 77.7784 0
1554 tau+ 0 1.77 27.6 -10.29 13.53 32.4629 0 tau- 0 1.77 32.4 -38.71 27.47 57.4975 0
1555 b 0 4.18 63.84 7.92 9.62 65.1789 0 b 0 4.18 20.16 64.08 64.38 93.1393 0
1556 tau+ 0 1.77 -2.13 -67.2 0.93 67.2635 0 tau- 0 1.77 -68.87 -2.8 92.07 115.026 0
1557 b 0 4.18 32 0 -0 32.2719 0 b 0 4.18 0 95 -50 107.436 0
1558 b 0 4.18 -7.28 -1.28 -44.82 45.6173 0 b 0 4.18 -48.72 -30.72 -9.18 58.4731 0
1559 b 0 4.18 -4.15 52.29 5.52 52.9094 0 b 0 4.18 -78.85 10.71 40.48 89.3763 0
1560 W+ 1 80.4 -63.96 0.09 3.42 102.795 0 W- 1 80.4 -18.04 2.91 14.58 83.7296 0
1561 b 0 4.18 -37.35 4.59 -13.8 40.2989 0 b 0 4.18 -45.65 46.41 -16.2 67.214 0
1562 b 0 4.18 -18.5 3.44 -43.07 47.1867 0 b 0 4.18 -31.5 82.56 -29.93 93.3899 0
1563 b 0 4.18 -0.6 -53.04 5.39 53.4801 0 b 0 4.18 -3.4 -14.96 71.61 73.3541 0
1564 b 0 4.18 1.45 26.35 -4.3 27.0627 0 b 0 4.18 27.55 4.65 -38.7 47.9144 0
1565 W+ 1 80.4 -59.15 3.08 14.49 100.908 0 W- 1 80.4 -31.85 18.92 54.51 103.961 0
1566 W+ 1 80.4 56.44 -1.8 3.43 98.3089 0 W- 1 80.4 11.56 -16.2 45.57 94.535 0
1567 W+ 1 80.4 27.39 4.16 -2.76 85.084 0 W- 1 80.4 5.61 27.84 -66.24 107.974 0
1568 b 0 4.18 -58.46 1.56 -11.76 59.7978 0 b 0 4.18 -20.54 76.44 -37.24 87.5743 0
1569 b 0 4.18 -45.1 2.16 -0.42 45.3467 0 b 0 4.18 -9.9 51.84 -2.58 53.0049 0
1570 b 0 4.18 -16.8 54.6 -5 57.4967 0 b 0 4.18 -67.2 36.4 -20 79.1092 0
1571 Z 1 91.2 25.73 -28.67 -17.38 100.516 0 Z 1 91.2 57.27 -32.33 -61.62 128.217 0
1572 W+ 1 80.4 8.41 4.35 36.96 88.9936 0 W- 1 80.4 20.59 10.65 51.04 98.0133 0
1573 b 0 4.18 16.43 -13.26 -21 30.0707 0 b 0 4.18 14.57 -37.74 -79 88.8542 0
1574 b 0 4.18 25.44 0.97 14.26 29.478 0 b 0 4.18 22.56 96.03 16.74 100.142 0
1575 b 0 4.18 3.5 -16 -18.92 25.371 0 b 0 4.18 46.5 -16 -25.08 55.36 0
1576 Z 1 91.2 4.59 6.56 37.62 98.9788 0 Z 1 91.2 12.41 34.44 28.38 102.289 0
1577 Z 1 91.2 9.66 3.57 -10.08 92.3315 0 Z 1 91.2 36.34 3.43 -25.92 101.596 0
1578 b 0 4.18 6.96 0.15 -4.4 9.23561 0 b 0 4.18 1.04 2.85 -50.6 50.8629 0
1579 b 0 4.18 -22.94 1.74 28.67 36.9961 0 b 0 4.18 -39.06 85.26 18.33 95.6473 0
1580 W+ 1 80.4 -3.06 -1.3 -23.36 83.7908 0 W- 1 80.4 -14.94 -11.7 -8.64 83.0596 0
1581 b 0 4.18 -26.95 -0.6 12.73 30.103 0 b 0 4.18 -8.05 -14.4 54.27 56.8759 0
1582 W+ 1 80.4 -2.08 -4.94 -31.96 86.6852 0 W- 1 80.4 -13.92 -21.06 -15.04 85.6017 0
1583 W+ 1 80.4 14.52 -36.8 5.88 89.7987 0 W- 1 80.4 29.48 -43.2 22.12 98.4315 0
1584 W+ 1 80.4 16.4 -16.5 2.16 83.726 0 W- 1 80.4 23.6 -13.5 51.84 99.4523 0
1585 b 0 4.18 -8.58 -2.34 7.25 12.2118 0 b 0 4.18 -4.42 -23.66 21.75 32.7088 0
1586 b 0 4.18 -2.85 58.22 8.3 59.0259 0 b 0 4.18 -12.15 23.78 74.7 79.4397 0
1587 b 0 4.18 2 -71.78 18.7 74.3205 0 b 0 4.18 48 -25.22 66.3 85.7509 0
1588 W+ 1 80.4 72.8 -1.04 -5.53 108.608 0 W- 1 80.4 7.2 -50.96 -73.47 120.461 0
1589 W+ 1 80.4 -51.1 2.1 -5.52 95.4476 0 W- 1 80.4 -21.9 27.9 -18.48 89.798 0
1590 W+ 1 80.4 51.68 -19.32 4.73 97.6249 0 W- 1 80.4 24.32 -72.68 38.27 117.484 0
1591 W+ 1 80.4 31.9 1.04 -23.2 89.5605 0 W- 1 80.4 23.1 50.96 -34.8 103.951 0
1592 W+ 1 80.4 -61.74 0.21 21.76 103.68 0 W- 1 80.4 -36.26 6.79 42.24 98.0269 0
1593 b 0 4.18 2.67 -34.8 -12.21 37.2119 0 b 0 4.18 86.33 -23.2 -20.79 91.8739 0
1594 W+ 1 80.4 -56.44 -1.08 10.14 98.7604 0 W- 1 80.4 -26.56 -16.92 28.86 91.0427 0
1595 b 0 4.18 33.48 3.44 6.46 34.5246 0 b 0 4.18 28.52 39.56 10.54 50.0694 0
1596 b 0 4.18 65 0 0 65.1343 0 b 0 4.18 0 8 37 38.0851 0
1597 W+ 1 80.4 -45.9 2.04 -11.76 93.3458 0 W- 1 80.4 -8.1 65.96 -86.24 135.343 0
1598 b 0 4.18 -61.2 0.44 5.27 61.5701 0 b 0 4.18 -23.8 3.56 25.73 35.477 0
1599 b 0 4.18 -7.56 38.88 3.41 39.9739 0 b 0 4.18 -28.44 42.12 7.59 51.5559 0
1600 W+ 1 80.4 -16.8 -34.79 2.01 89.2232 0 W- 1 80.4 -18.2 -36.21 64.99 111.042 0
1601 b 0 4.18 3.08 -9.12 18.69 21.4348 0 b 0 4.18 10.92 -6.88 70.31 71.6069 0
1602 b 0 4.18 54.76 -6.4 1.02 55.3004 0 b 0 4.18 19.24 -25.6 15.98 36.0329 0
1603 b 0 4.18 -39.78 9.02 -11.61 42.6154 0 b 0 4.18 -38.22 31.98 -31.39 59.0448 0
1604 b 0 4.18 -13 56.1 1.24 57.7514 0 b 0 4.18 -87 9.9 60.76 106.66 0
1605 tau+ 0 1.77 -12.8 15.6 0.96 20.2794 0 tau- 0 1.77 -19.2 14.4 11.04 26.4767 0
1606 W+ 1 80.4 -32.8 -8.55 -0.55 87.2548 0 W- 1 80.4 -8.2 -86.45 -4.45 118.426 0
1607 W+ 1 80.4 32.98 22.79 -2.76 89.8824 0 W- 1 80.4 64.02 30.21 -9.24 107.521 0
1608 b 0 4.18 -50.22 -15.3 2.2 52.711 0 b 0 4.18 -30.78 -29.7 52.8 68.0794 0
1609 b 0 4.18 -10.5 7.32 -17.64 22.1918 0 b 0 4.18 -31.5 53.68 -10.36 63.2344 0
1610 W+ 1 80.4 -37.26 -0.84 -2.38 88.6501 0 W- 1 80.4 -8.74 -6.16 -31.62 87.0535 0
1611 b 0 4.18 31.57 3.6 31 44.5881 0 b 0 4.18 45.43 36.4 31 66.0857 0
1612 b 0 4.18 -3.92 8.14 -11.66 15.3315 0 b 0 4.18 -3.08 28.86 -41.34 50.6839 0
1613 W+ 1 80.4 4.75 54 -2.76 97.0069 0 W- 1 80.4 90.25 21 -9.24 123.027 0
1614 b 0 4.18 -80.04 -7.74 0.56 80.5239 0 b 0 4.18 -11.96 -78.26 13.44 80.41 0
1615 W+ 1 80.4 12 -10.2 19.32 84.1752 0 W- 1 80.4 8 -49.8 64.68 114.855 0
1616 b 0 4.18 -0.56 5.76 39.2 39.8447 0 b 0 4.18 -3.44 30.24 16.8 35.0143 0
1617 b 0 4.18 2 -14.1 17.1 22.6427 0 b 0 4.18 3 -79.9 20.9 82.7484 0
1618 b 0 4.18 14.06 18.2 -7.9 24.674 0 b 0 4.18 22.94 16.8 -71.1 76.6888 0
1619 b 0 4.18 9.3 17.46 47.32 51.4587 0 b 0 4.18 21.7 79.54 43.68 93.3966 0
1620 W+ 1 80.4 33.3 4.5 0.69 87.1423 0 W- 1 80.4 3.7 45.5 68.31 114.954 0
1621 b 0 4.18 -0.11 6.29 -68.06 68.4778 0 b 0 4.18 -10.89 30.71 -14.94 36.0884 0
1622 b 0 4.18 -33.39 21.09 0 39.7134 0 b 0 4.18 -19.61 35.91 36 54.6585 0
1623 W+ 1 80.4 -17.22 4.59 5.58 82.5403 0 W- 1 80.4 -3.78 46.41 56.42 108.699 0
1624 tau+ 0 1.77 -13.8 -10.44 13.72 22.1541 0 tau- 0 1.77 -9.2 -76.56 35.28 84.8168 0
1625 b 0 4.18 21.34 15.84 -30.15 40.4079 0 b 0 4.18 75.66 32.16 -36.85 90.1892 0
1626 b 0 4.18 -3.05 -10.26 -10.68 15.6877 0 b 0 4.18 -1.95 -27.74 -78.32 83.2154 0
1627 W+ 1 80.4 -26.68 2.52 -14.22 85.9334 0 W- 1 80.4 -31.32 4.48 -64.78 107.989 0
1628 W+ 1 80.4 17.4 -9.36 26.97 87.0742 0 W- 1 80.4 40.6 -14.64 60.03 109.227 0
1629 W+ 1 80.4 21.28 -34.78 -6.65 90.3929 0 W- 1 80.4 54.72 -59.22 -12.35 114.534 0
1630 W+ 1 80.4 -83.72 -4.56 1.84 116.178 0 W- 1 80.4 -7.28 -71.44 90.16 140.533 0
1631 b 0 4.18 0.64 -29.89 -33.84 45.348 0 b 0 4.18 15.36 -31.11 -38.16 51.7438 0
1632 b 0 4.18 12.47 -0.32 52.8 54.4143 0 b 0 4.18 30.53 -1.68 43.2 53.0906 0
1633 b 0 4.18 -64 8.74 -4.03 64.8545 0 b 0 4.18 -36 29.26 -26.97 53.8238 0
1634 tau+ 0 1.77 -16.56 17.55 -35.15 42.6719 0 tau- 0 1.77 -75.44 21.45 -59.85 98.6735 0
1635 b 0 4.18 -2.94 51.48 -11.96 53.0975 0 b 0 4.18 -11.06 26.52 -80.04 85.144 0
1636 W+ 1 80.4 -9.52 18 30.03 88.2077 0 W- 1 80.4 -46.48 18 60.97 112.543 0
1637 b 0 4.18 9.24 1.21 5.28 11.4975 0 b 0 4.18 2.76 9.79 38.72 40.2514 0
1638 b 0 4.18 0.69 -2.84 -9.99 11.2167 0 b 0 4.18 0.31 -68.16 -27.01 73.4363 0
1639 b 0 4.18 4.83 0.28 13.68 15.1004 0 b 0 4.18 16.17 27.72 4.32 32.6497 0
1640 b 0 4.18 3.9 -46 -3.74 46.5045 0 b 0 4.18 6.1 -46 -30.26 55.5549 0
1641 b 0 4.18 -5.39 -13.14 15 21.0757 0 b 0 4.18 -71.61 -4.86 60 93.6434 0
1642 W+ 1 80.4 -70.4 -3.24 -15.04 107.968 0 W- 1 80.4 -17.6 -77.76 -78.96 138.041 0
1643 W+ 1 80.4 -10.26 8.58 -6.12 81.7343 0 W- 1 80.4 -7.74 24.42 -29.88 89.5166 0
1644 b 0 4.18 -13.68 12.32 3.51 19.202 0 b 0 4.18 -10.32 64.68 9.49 66.3139 0
1645 b 0 4.18 -60.3 0.36 -4.56 60.6175 0 b 0 4.18 -6.7 17.64 -52.44 55.8881 0
1646 tau+ 0 1.77 -3.1 28.16 4 28.6658 0 tau- 0 1.77 -6.9 35.84 12 38.461 0
1647 b 0 4.18 6.36 14.19 13.02 20.7075 0 b 0 4.18 5.64 28.81 79.98 85.3 0
1648 b 0 4.18 44.52 -2.1 0.58 44.7688 0 b 0 4.18 8.48 -11.9 57.42 59.3974 0
1649 W+ 1 80.4 -56.84 -8.9 13.76 99.8173 0 W- 1 80.4 -41.16 -80.1 29.24 124.215 0
1650 b 0 4.18 23.5 3.01 -13.8 27.7349 0 b 0 4.18 26.5 39.99 -16.2 50.8071 0
1651 b 0 4.18 -4.44 -17.28 -50.92 54.1168 0 b 0 4.18 -69.56 -46.72 -25.08 87.5661 0
1652 tau+ 0 1.77 -11.47 3.74 -40.59 42.3819 0 tau- 0 1.77 -19.53 13.26 -58.41 63.0247 0
1653 b 0 4.18 -36.6 14.76 1.56 39.7155 0 b 0 4.18 -24.4 26.24 37.44 51.9916 0
1654 b 0 4.18 18.27 13.42 -30.38 38.1354 0 b 0 4.18 44.73 47.58 -31.62 72.6769 0
1655 b 0 4.18 -10.08 26.52 -3.78 28.9254 0 b 0 4.18 -31.92 51.48 -5.22 60.9409 0
1656 W+ 1 80.4 19.6 0.17 -25.16 86.4949 0 W- 1 80.4 20.4 0.83 -48.84 96.2619 0
1657 b 0 4.18 -65.52 -1.66 0.14 65.6743 0 b 0 4.18 -12.48 -81.34 0.86 82.4024 0
1658 b 0 4.18 -51.83 -16.94 -3.5 54.8 0 b 0 4.18 -19.17 -60.06 -66.5 91.7301 0
1659 b 0 4.18 46.08 1.08 -0.46 46.2841 0 b 0 4.18 1.92 34.92 -45.54 57.5713 0
1660 W+ 1 80.4 11.9 -6.11 -45.76 93.4724 0 W- 1 80.4 22.1 -40.89 -42.24 102.023 0
1661 b 0 4.18 -36.55 -28.12 7.79 46.9552 0 b 0 4.18 -48.45 -45.88 33.21 74.6509 0
1662 b 0 4.18 70.68 0.96 -0.42 70.8112 0 b 0 4.18 5.32 15.04 -41.58 44.7311 0
1663 b 0 4.18 8.64 -13 -1.68 16.2464 0 b 0 4.18 9.36 -13 -82.32 83.9682 0
1664 Z 1 91.2 -47.56 -0.25 -2.99 102.9 0 Z 1 91.2 -10.44 -4.75 -20.01 94.0712 0
1665 b 0 4.18 29.14 -1.68 -0.92 29.5005 0 b 0 4.18 1.86 -82.32 -22.08 85.3524 0
1666 b 0 4.18 -37.26 26.4 1.78 45.8902 0 b 0 4.18 -31.74 33.6 87.22 98.7987 0
1667 W+ 1 80.4 -10.44 -6.66 -26.52 85.5618 0 W- 1 80.4 -76.56 -11.34 -25.48 114.47 0
1668 b 0 4.18 -69.72 1.64 9.24 70.4728 0 b 0 4.18 -13.28 80.36 56.76 99.3643 0
1669 W+ 1 80.4 -58.5 4.5 -6.44 99.7403 0 W- 1 80.4 -19.5 20.5 -85.56 120.769 0
1670 b 0 4.18 0.69 4.02 -27 27.6244 0 b 0 4.18 22.31 1.98 -63 66.9935 0
1671 b 0 4.18 1.76 49.3 19.84 53.3356 0 b 0 4.18 14.24 35.7 44.16 58.6928 0
1672 W+ 1 80.4 89 -0 0 119.938 0 W- 1 80.4 0 -25 3 84.2506 0
1673 b 0 4.18 32.83 -2.7 5.76 33.7009 0 b 0 4.18 34.17 -15.3 10.24 39.0386 0
1674 b 0 4.18 -51 0.42 -5.28 51.4444 0 b 0 4.18 -17 13.58 -18.72 29.0056 0
1675 b 0 4.18 -50.56 -3.52 -4.9 51.09 0 b 0 4.18 -13.44 -28.48 -44.1 54.351 0
1676 b 0 4.18 -3.96 -0.18 -0 5.76076 0 b 0 4.18 -0.04 -17.82 -28 33.4519 0
1677 W+ 1 80.4 69.16 -4.86 12.24 106.868 0 W- 1 80.4 21.84 -76.14 55.76 125.887 0
1678 b 0 4.18 16.56 -0.58 -4.27 17.6146 0 b 0 4.18 1.44 -57.42 -56.73 80.8387 0
1679 W+ 1 80.4 -4.81 23.25 1.92 83.8543 0 W- 1 80.4 -8.19 51.75 4.08 96.0518 0
1680 b 0 4.18 -38.19 -2.24 -24.75 45.7551 0 b 0 4.18 -18.81 -25.76 -74.25 80.9193 0
1681 b 0 4.18 -48.5 -1.14 0 48.6931 0 b 0 4.18 -1.5 -36.86 13 39.3368 0
1682 b 0 4.18 -27.73 -2.44 -6.29 28.8434 0 b 0 4.18 -19.27 -58.56 -10.71 62.7119 0
1683 b 0 4.18 20.1 2.8 11.96 23.9241 0 b 0 4.18 9.9 25.2 40.04 48.5152 0
1684 tau+ 0 1.77 9.8 4.86 -16.38 19.7762 0 tau- 0 1.77 4.2 49.14 -61.62 78.9464 0
1685 b 0 4.18 30.68 0.72 -5.95 31.5382 0 b 0 4.18 21.32 11.28 -11.05 26.8581 0
1686 b 0 4.18 -24.12 5.4 -19.8 31.9444 0 b 0 4.18 -42.88 54.6 -16.2 71.4126 0
1687 b 0 4.18 38.44 -0.36 17.85 42.5894 0 b 0 4.18 23.56 -11.64 33.15 42.5083 0
1688 b 0 4.18 36.3 1.72 -3 36.7031 0 b 0 4.18 18.7 41.28 -7 46.0456 0
1689 b 0 4.18 28.08 13.95 -1.11 31.6511 0 b 0 4.18 25.92 17.05 -35.89 47.6247 0
1690 b 0 4.18 8.6 -8.8 34.3 36.6792 0 b 0 4.18 77.4 -35.2 14.7 86.3908 0
1691 b 0 4.18 -27.26 3.76 -1.6 27.8797 0 b 0 4.18 -1.74 90.24 -78.4 119.626 0
1692 W+ 1 80.4 52.47 -11.7 9.03 97.1375 0 W- 1 80.4 46.53 -33.3 33.97 104.365 0
1693 b 0 4.18 -25.56 16.52 -0.01 30.7196 0 b 0 4.18 -10.44 42.48 -0.99 43.9545 0
1694 Z 1 91.2 -44.52 4.56 -28 105.377 0 Z 1 91.2 -39.48 19.44 -72 124.25 0
1695 W+ 1 80.4 9.15 -11.16 12.6 82.651 0 W- 1 80.4 5.85 -50.84 47.4 106.442 0
1696 W+ 1 80.4 -17.04 3.41 2.88 82.307 0 W- 1 80.4 -6.96 27.59 13.12 86.2899 0
1697 b 0 4.18 36.72 6.21 12.92 39.6399 0 b 0 4.18 14.28 62.79 55.08 84.8397 0
1698 b 0 4.18 -94.08 -0.24 -0.34 94.1737 0 b 0 4.18 -3.92 -11.76 -16.66 21.1824 0
1699 b 0 4.18 9.46 -0.89 16.24 19.2742 0 b 0 4.18 12.54 -88.11 12.76 90.0051 0
1700 b 0 4.18 -19.71 4.56 46.15 50.5626 0 b 0 4.18 -53.29 52.44 24.85 78.8972 0
1701 W+ 1 80.4 -39.6 -0.98 -0 89.6286 0 W- 1 80.4 -0.400002 -97.02 -34 130.511 0
1702 W+ 1 80.4 -5.28 -41.58 -9.5 91.1657 0 W- 1 80.4 -5.72 -57.42 -85.5 130.783 0
1703 W+ 1 80.4 2.31 -11.88 13.77 82.4636 0 W- 1 80.4 30.69 -87.12 3.23 122.5 0
1704 b 0 4.18 -17.67 -3.61 -6 19.4611 0 b 0 4.18 -13.33 -15.39 -19 28.1605 0
1705 W+ 1 80.4 7.13 49.8 -12.58 95.6728 0 W- 1 80.4 23.87 33.2 -61.42 109.127 0
1706 b 0 4.18 -39.68 4.42 12.42 42.021 0 b 0 4.18 -22.32 29.58 41.58 55.8527 0
1707 b 0 4.18 -1.05 39 -9.5 40.3711 0 b 0 4.18 -5.95 13 -85.5 86.7878 0
1708 b 0 4.18 -3.4 -38.69 -9.5 40.202 0 b 0 4.18 -16.6 -14.31 -85.5 88.3632 0
1709 b 0 4.18 -32.19 -3.75 -20.9 38.7884 0 b 0 4.18 -54.81 -11.25 -34.1 65.6581 0
1710 W+ 1 80.4 15.39 9.88 7.56 82.7996 0 W- 1 80.4 41.61 9.12 28.44 95.3287 0
1711 b 0 4.18 -2.76 44.2 3.96 44.6588 0 b 0 4.18 -9.24 20.8 40.04 46.246 0
1712 b 0 4.18 18.81 -26.07 0.24 32.419 0 b 0 4.18 80.19 -6.93 11.76 81.4508 0
1713 b 0 4.18 61 0 -0 61.143 0 b 0 4.18 0 50 -75 90.2356 0
1714 b 0 4.18 -44.84 0.3 -8.28 45.7902 0 b 0 4.18 -14.16 29.7 -27.72 43.2258 0
1715 b 0 4.18 -21.45 3.08 2.16 22.1749 0 b 0 4.18 -11.55 24.92 6.84 28.6124 0
1716 b 0 4.18 2.6 -12.48 10.56 17.0733 0 b 0 4.18 10.4 -13.52 22.44 28.4952 0
1717 W+ 1 80.4 -37.44 -8.88 -10.78 89.7829 0 W- 1 80.4 -58.56 -65.12 -11.22 119.415 0
1718 b 0 4.18 18.06 4 30.72 36.102 0 b 0 4.18 23.94 12 65.28 70.6829 0
1719 b 0 4.18 6.6 27.39 -28.6 40.3634 0 b 0 4.18 37.4 55.61 -26.4 72.1503 0
1720 b 0 4.18 2.73 -12.54 0.13 13.4979 0 b 0 4.18 10.27 -6.46 0.87 12.8621 0
1721 b 0 4.18 11.36 -12.6 0 17.4723 0 b 0 4.18 59.64 -2.4 92 109.746 0
1722 b 0 4.18 34.2 -0.87 0.82 34.4752 0 b 0 4.18 1.8 -28.13 40.18 49.2589 0
1723 b 0 4.18 -41.82 -1.92 7.2 42.6838 0 b 0 4.18 -9.18 -62.08 40.8 74.9687 0
1724 W+ 1 80.4 22.8 36.19 11.7 91.8183 0 W- 1 80.4 37.2 40.81 66.3 117.937 0
1725 b 0 4.18 8.7 -34.3 -9.1 36.7758 0 b 0 4.18 20.3 -63.7 -16.9 69.0859 0
1726 b 0 4.18 0 0 18.17 18.6446 0 b 0 4.18 0 0 60.83 60.9734 0
1727 b 0 4.18 -55.8 -2.2 -11.16 57.1008 0 b 0 4.18 -37.2 -52.8 -19.84 67.6962 0
1728 b 0 4.18 2.24 -17.94 24.44 30.6863 0 b 0 4.18 29.76 -21.06 27.56 45.8934 0
1729 b 0 4.18 5.52 -25.84 0 26.7516 0 b 0 4.18 17.48 -8.16 62 65.0662 0
1730 b 0 4.18 -47.52 0.2 -3.68 47.8456 0 b 0 4.18 -6.48 4.8 -42.32 43.2838 0
1731 b 0 4.18 55.44 3.51 6.09 56.0399 0 b 0 4.18 10.56 35.49 80.91 89.0784 0
1732 W+ 1 80.4 39.56 1.8 2.46 89.6574 0 W- 1 80.4 3.44 88.2 38.54 125.461 0
1733 b 0 4.18 15.39 6 -30.1 34.5881 0 b 0 4.18 11.61 69 -55.9 89.6553 0
1734 b 0 4.18 -72.24 0.96 4.29 72.4942 0 b 0 4.18 -11.76 31.04 34.71 48.2083 0
1735 b 0 4.18 3.28 -24.84 -48.6 54.8381 0 b 0 4.18 78.72 -44.16 -32.4 95.9905 0
1736 b 0 4.18 -4.75 -25.11 0 25.8949 0 b 0 4.18 -20.25 -5.89 98 100.331 0
1737 b 0 4.18 15.34 -28.86 0 32.9498 0 b 0 4.18 43.66 -10.14 24 51.0146 0
1738 b 0 4.18 -17.39 0.7 21.07 27.6463 0 b 0 4.18 -29.61 4.3 21.93 37.3315 0
1739 W+ 1 80.4 14.4 1.5 -22.1 84.6297 0 W- 1 80.4 25.6 3.5 -42.9 94.7216 0
1740 b 0 4.18 4.5 13.11 -68.16 69.6806 0 b 0 4.18 40.5 55.89 -27.84 74.5418 0
1741 W+ 1 80.4 13.44 0.84 14.79 82.8507 0 W- 1 80.4 14.56 83.16 14.21 117.446 0
1742 b 0 4.18 -23.6 15.08 -5.85 28.9147 0 b 0 4.18 -16.4 42.92 -33.15 56.8109 0
1743 b 0 4.18 -36.96 -3.24 3.08 37.4633 0 b 0 4.18 -7.04 -32.76 40.92 53.0537 0
1744 b 0 4.18 0.21 60.75 4.44 61.0557 0 b 0 4.18 2.79 14.25 32.56 35.8953 0
1745 b 0 4.18 8.14 0.76 -0.42 9.19163 0 b 0 4.18 2.86 3.24 -5.58 8.2028 0
1746 b 0 4.18 60.8 0.08 4.8 61.1323 0 b 0 4.18 15.2 0.92 35.2 38.5798 0
1747 b 0 4.18 1.5 15.64 23.85 28.8644 0 b 0 4.18 3.5 76.36 21.15 79.4222 0
1748 b 0 4.18 -84.6 2.22 2.88 84.7812 0 b 0 4.18 -9.4 34.78 69.12 78.058 0
1749 tau+ 0 1.77 28.22 1.76 10.79 30.3154 0 tau- 0 1.77 5.78 42.24 72.21 83.8752 0
1750 b 0 4.18 61.11 7.36 -11.55 62.7653 0 b 0 4.18 35.89 38.64 -43.45 68.4581 0
1751 b 0 4.18 -50.88 3.6 -0 51.1782 0 b 0 4.18 -2.12 86.4 -29 91.2575 0
1752 b 0 4.18 15.75 -46.53 -18.24 52.5668 0 b 0 4.18 59.25 -52.47 -38.76 88.224 0
1753 W+ 1 80.4 -20.59 13 -8.19 84.4049 0 W- 1 80.4 -50.41 13 -30.81 100.616 0
